9.9999999999999995e-07   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0016879896844278e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0033788286780309e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0050725217904146e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0067690738392991e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0084684896505409e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0101707740581418e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0118759319042628e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0135839680392382e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0152948873215918e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0170086946180430e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0187253948035322e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0204449927612253e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0221674933825326e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0238929015671201e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0256212222229262e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0273524602661689e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0290866206213702e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0308237082213621e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0325637280073035e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0343066849286944e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0360525839433910e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0378014300176125e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0395532281259668e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0413079832514573e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0430657003854986e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0448263845279299e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0465900406870332e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0483566738795379e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0501262891306479e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0518988914740472e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0536744859519166e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0554530776149487e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0572346715223624e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0590192727419119e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0608068863499109e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0625975174312397e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0643911710793625e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0661878523963407e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0679875664928501e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0697903184881876e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0715961135102965e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0734049566957753e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0752168531898918e-06   0.0000000000000000e+00   -1.6913786480277979e+00   6.9137864802779792e-01
1.0770318081465994e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0788498267285536e-06   0.0000000000000000e+00   -1.6913786480277981e+00   6.9137864802779814e-01
1.0806709141071186e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0824950754623928e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0843223159832175e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
1.0861526408671921e-06   1.1102230246251565e-16   -1.6913786480277979e+00   6.9137864802779803e-01
